pl_name,hostname,disc_year,discoverymethod,pl_orbper,sy_dist,pl_rade,pl_eqt,ra,dec
Kepler-1674 b,Kepler-1674,2020,Transit,62.561528,1012.48,3.53,419.0,294.8160447,45.3060844
Kepler-154 b,Kepler-154,2014,Transit,33.0405635,915.212,2.36,,289.7805393,49.8965624
Kepler-62 b,Kepler-62,2013,Transit,5.7148939825,300.874,,,283.2125621,45.3496992
Kepler-338 c,Kepler-338,2014,Transit,24.3110031,552.798,,,282.9790593,40.7844188
Kepler-627 b,Kepler-627,2016,Transit,40.6992062,984.307,3.2,685.0,292.1042198,39.7678585
WASP-93 b,WASP-93,2016,Transit,2.7325559,370.284,14.472,,9.4587443,51.288778
Kepler-1676 b,Kepler-1676,2020,Transit,29.9221,,3.3769596,,287.2368778,43.5671665
TOI-2295 b,TOI-2295,2024,Transit,60.06632,126.279,7.64759,709.0,281.5761962,50.4924657
Kepler-309 c,Kepler-309,2014,Transit,,544.568,2.818,,297.5098911,46.9614121
Kepler-1674 b,Kepler-1674,2020,Transit,62.561528,1012.48,3.53,419.0,294.8160447,45.3060844
Kepler-402 e,Kepler-402,2014,Transit,11.2426810578,625.339,,,288.3701976,43.3546109
HD 136352 b,HD 136352,2019,Radial Velocity,11.5824,14.682,,,230.4401147,-48.3188174
K2-153 b,K2-153,2018,Transit,7.51554,143.125,2.0,,183.8088709,2.0208765
Kepler-1473 b,Kepler-1473,2016,Transit,14.4273551,652.253,1.15,783.0,290.6365144,48.9961494
Kepler-640 b,Kepler-640,2016,Transit,22.24813967,557.787,2.56,,296.0322,42.1317392
Kepler-638 b,Kepler-638,2016,Transit,6.07972888,991.214,3.18,1221.0,284.9194213,41.6172093
Kepler-168 c,Kepler-168,2014,Transit,13.1932092,1343.6,2.79,870.0,294.7101832,39.8250437
Kepler-1111 b,Kepler-1111,2016,Transit,8.79617863,841.536,2.0,,295.4634045,45.8127697
Kepler-685 b,Kepler-685,2016,Transit,1.62552343,938.715,8.7,1524.0,293.8719143,38.4229184
Kepler-255 c,Kepler-255,2014,Transit,9.94602357,1052.53,3.12,807.0,296.0642702,45.9767647
Kepler-147 b,Kepler-147,2014,Transit,12.610584,1042.02,1.53,,287.9757213,39.087168
Kepler-1117 b,Kepler-1117,2016,Transit,4.79029482,568.487,,,292.0847866,49.2374206
Kepler-1197 b,Kepler-1197,2016,Transit,,486.94,1.118,,291.6693437,42.5907441
HIP 5158 b,HIP 5158,2009,Radial Velocity,345.72,51.6026,,,16.5094891,-22.4536134
Kepler-1559 b,Kepler-1559,2016,Transit,,614.827,0.788,,292.2866565,42.0725948
NGTS-12 b,NGTS-12,2020,Transit,7.532806,446.442,11.747032,1257.0,176.2499418,-35.640563
K2-295 b,K2-295,2018,Transit,4.024867,232.801,10.054473,852.0,19.6101417,6.8167277
Kepler-167 d,Kepler-167,2016,Transit,,341.908,1.193,,292.6585253,38.3455558
HD 81817 c,HD 81817,2022,Radial Velocity,622.97802,269.126,,,144.2715659,81.3263096
Kepler-232 c,Kepler-232,2014,Transit,11.3793779,1349.13,,,295.8161668,51.1217249
TOI-206 b,TOI-206,2022,Transit,0.7363104,47.7465,1.3,910.0,73.7382202,-62.521874
Kepler-821 b,Kepler-821,2016,Transit,1.92279873,614.571,1.25,1194.0,285.6173937,39.3794684
Kepler-325 d,Kepler-325,2014,Transit,38.715185,823.242,2.79,,289.8354219,49.825607
Kepler-372 d,Kepler-372,2014,Transit,30.092568,1493.95,1.69,,291.2562253,49.2589288
Kepler-644 b,Kepler-644,2016,Transit,3.173914037,1318.05,3.07,1655.0,295.4757022,43.4931119
WASP-116 b,WASP-116,2025,Transit,6.6132132,559.243,15.5423,1389.0,35.2157609,-1.8260419
Kepler-804 b,Kepler-804,2016,Transit,14.37457351,649.65,1.938,,293.3722109,44.7851812
K2-183 c,K2-183,2018,Transit,10.787992,329.041,2.3,,125.007177,14.0194586
Kepler-630 b,Kepler-630,2016,Transit,161.4743937,839.784,4.79,440.0,293.4270647,39.9423967
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,2013,Microlensing,,5100.0,,,268.325708,-30.4711667
Kepler-934 b,Kepler-934,2016,Transit,55.673582,608.738,,,290.2884494,43.7552623
Kepler-1986 b,Kepler-1986,2023,Transit,19.5489365,912.085,1.69,578.0,292.9582727,42.8548909
HD 168746 b,HD 168746,2002,Radial Velocity,6.404,41.5681,,,275.4573269,-11.9229757
Kepler-487 b,Kepler-487,2016,Transit,15.358767771,872.343,10.89,662.0,295.2872318,41.2220033
Kepler-12 b,Kepler-12,2011,Transit,4.43796303,881.386,18.22,1338.0,286.2434458,50.0403671
K2-95 b,K2-95,2016,Transit,10.134231,179.854,1.76,,129.3625717,18.9766197
Kepler-302 b,Kepler-302,2014,Transit,30.1836854,1402.58,2.88,568.0,294.3169307,43.6292436
Kepler-675 b,Kepler-675,2016,Transit,2.3374397,665.68,,,293.8334488,50.2303479
HAT-P-49 b,HAT-P-49,2014,Transit,2.691548,350.351,15.838317,,305.4413294,26.6926759
Qatar-2 b,Qatar-2,2011,Transit,1.33711647,181.374,14.056,1344.0,207.6554928,-6.8040714
TOI-5205 b,TOI-5205,2023,Transit,1.6306523,86.4493,11.1125,653.0,313.7706819,24.360977
Kepler-105 c,Kepler-105,2014,Transit,7.12593999,459.223,,,287.8872376,46.2761224
Kepler-993 b,Kepler-993,2016,Transit,22.08515,324.423,5.5,448.0,292.6141076,44.3946644
Kepler-1000 b,Kepler-1000,2016,Transit,120.0181272,1115.62,4.67,501.0,286.6854729,47.0981948
TOI-763 c,TOI-763,2020,Transit,12.27724442374,95.1274,2.86350851,722.28,194.468098,-39.7580613
Kepler-198 c,Kepler-198,2014,Transit,49.56681,495.358,2.63,457.0,290.6731326,38.6910045
Kepler-271 c,Kepler-271,2014,Transit,7.41084314,404.542,0.94,850.0,283.0029316,44.284108
TOI-1806.01,TOI-1806,2024,Transit,15.15120508799,55.5211,2.8411799,308.7,166.1181474,30.4585763
K2-205 b,K2-205,2018,Transit,26.672263,405.301,1.99552771,,15.2175909,0.425966
Kepler-1861 b,Kepler-1861,2021,Transit,40.0306015,829.985,2.20677414,,295.8465148,49.9361586
Kepler-900 b,Kepler-900,2016,Transit,6.991307,487.525,1.55,654.0,296.177272,46.9989635
Kepler-399 c,Kepler-399,2014,Transit,26.67568,740.537,2.4,544.0,299.5017242,40.6707669
Kepler-995 b,Kepler-995,2016,Transit,28.26737506,609.638,,,284.6157154,39.130998
Kepler-729 b,Kepler-729,2016,Transit,3.166353714,1921.15,3.58,,286.3600604,45.4142664
Kepler-1273 b,Kepler-1273,2016,Transit,28.62525,1114.24,2.3,542.0,285.8032016,44.8733983
TOI-6008 b,TOI-6008,2024,Transit,0.85737269789,23.1008,1.24654784,649.33,310.4487344,49.6468992
HAT-P-42 b,HAT-P-42,2012,Transit,4.64184345361,405.238,12.6031793,1304.37,135.3443583,6.0970828
Kepler-1890 b,Kepler-1890,2021,Transit,4.82051088,529.596,,,292.5778203,40.6679032
Kepler-399 c,Kepler-399,2014,Transit,26.6757818,740.537,,,299.5017242,40.6707669
Kepler-1711 b,Kepler-1711,2021,Transit,21.0607072,590.268,,,298.1772916,42.2370289
Gl 49 b,Gl 49,2019,Radial Velocity,13.8508,9.8528,,,15.6687321,62.3454386
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,2017,Microlensing,1110.0,6740.0,,,269.717926,-27.6135559
K2-336 b,K2-336,2021,Transit,21.199,239.289,,,133.8382032,16.7940663
Kepler-681 b,Kepler-681,2016,Transit,26.39435646,686.923,3.16,491.0,289.3997364,51.2502428
WASP-61 b,WASP-61,2012,Transit,3.8559,488.66,15.80469,,75.2996637,-26.0541438
Kepler-537 b,Kepler-537,2016,Transit,3.247548814,439.4,1.41,1181.0,289.8805804,51.2769907
Kepler-1903 b,Kepler-1903,2021,Transit,17.0675877,1775.44,1.78,775.0,290.8882981,51.2481617
KOI-984 b,KOI-984,2022,Transit,4.287455473,252.667,2.78,998.0,291.0489438,36.8400772
GJ 179 b,GJ 179,2009,Radial Velocity,2333.0,12.356,,,73.0245495,6.4752347
Kepler-1606 b,Kepler-1606,2016,Transit,196.43744926,831.287,,,286.3782987,43.0732287
Kepler-621 b,Kepler-621,2016,Transit,2.628117322,,,,290.927245,39.9141166
Kepler-466 c,Kepler-466,2016,Transit,3.709213846,530.122,1.24,1236.0,295.6486585,48.4955191
Kepler-627 b,Kepler-627,2016,Transit,40.6994443,984.307,3.36,685.0,292.1042198,39.7678585
Kepler-599 b,Kepler-599,2016,Transit,15.65562652,558.517,2.97,623.0,285.9115968,41.0695091
HAT-P-12 b,HAT-P-12,2009,Transit,,142.751,15.24421375,,209.3886452,43.49331
Kepler-1296 b,Kepler-1296,2016,Transit,8.3839865,1551.54,0.91,,292.1251038,41.4077928
Kepler-254 b,Kepler-254,2014,Transit,5.826659194,1389.48,3.68,983.0,288.1646541,45.8164257
Kepler-1017 b,Kepler-1017,2016,Transit,7.234049,552.058,3.2,1107.0,283.469299,40.1325185
HD 63433 c,HD 63433,2020,Transit,20.543806,22.4035,,,117.4793699,27.3631342
GJ 581 b,GJ 581,2005,Radial Velocity,5.36841,6.2981,,,229.8564725,-7.7226935
Kepler-211 b,Kepler-211,2014,Transit,4.138536769,309.353,2.49,1301.0,285.4391183,43.1685051
TOI-2152 A b,TOI-2152,2023,Transit,3.37728354062,303.006,15.30583607,1745.89,26.3389717,77.7901231
Kepler-770 d,Kepler-770,2016,Transit,4.15244722,930.457,1.4,,286.4904589,38.374872
TOI-1759 b,TOI-1759,2022,Transit,18.85018,40.0654,3.12029598,387.96,326.8516615,62.7538164
WASP-37 b,WASP-37,2010,Transit,3.57718908979,392.791,13.50735058,1232.5,221.9438866,1.0650227
K2-170 c,K2-170,2018,Transit,12.3988,392.872,2.01,,335.4506923,-14.5933554
Kepler-996 b,Kepler-996,2016,Transit,3.770590654,1216.58,,,291.9127633,41.5335891
Kepler-979 b,Kepler-979,2016,Transit,8.0880139988,576.503,,,300.3712023,46.4081872
Kepler-374 b,Kepler-374,2014,Transit,1.897834018,1265.61,1.27,,294.1378921,42.3704075
Kepler-341 e,Kepler-341,2014,Transit,42.468653876,1047.03,,,289.8615609,43.4727412
Kepler-369 c,Kepler-369,2014,Transit,14.87155876,,1.27,,293.6743322,47.9084727
Kepler-772 b,Kepler-772,2016,Transit,12.9920768985,1130.21,,,291.423582,38.2165603
TOI-277 b,TOI-277,2022,Transit,3.994,64.6692,2.65,,19.0766985,-20.9532772
HD 143361 b,HD 143361,2008,Radial Velocity,1039.15,68.5146,,,240.4588405,-44.4350575
Kepler-258 c,Kepler-258,2014,Transit,33.6528474,575.988,,,294.0684116,46.5791357
Kepler-409 b,Kepler-409,2014,Transit,68.9584,68.173,1.19,,293.6792058,46.8527337
HD 181342 b,HD 181342,2009,Radial Velocity,663.0,120.391,,,290.2674078,-23.6196996
Kepler-461 b,Kepler-461,2016,Transit,8.313783059,692.158,3.648,,292.2490563,46.1647909
Kepler-403 c,Kepler-403,2014,Transit,54.28140531,840.269,,,289.9214256,46.7445267
Kepler-1668 b,Kepler-1668,2020,Transit,15.4339775,1335.64,4.47,721.0,297.3523076,46.0959309
Kepler-184 c,Kepler-184,2014,Transit,20.303005,610.326,1.97,,291.9518784,43.0746172
Kepler-1191 b,Kepler-1191,2016,Transit,5.60014851,955.536,1.52,893.0,291.6577923,48.0092619
Kepler-499 b,Kepler-499,2016,Transit,5.63252508,556.726,,,295.1099549,43.9151012
Kepler-1542 b,Kepler-1542,2016,Transit,3.95116882,399.114,0.95,1277.0,285.7284757,42.6544651
Kepler-1647 b,Kepler-1647,2016,Transit,1107.5923,1212.45,11.8739,,298.150057,40.6561751
TOI-199 b,TOI-199,2023,Transit,104.8729635,102.27,10.223,358.0,80.1058735,-59.8954326
Kepler-191 d,Kepler-191,2016,Transit,5.945041017,594.464,2.26,832.0,291.1833211,45.3230937
Kepler-282 c,Kepler-282,2014,Transit,13.63894,1337.61,1.33,796.0,284.6772402,44.7976401
Kepler-557 b,Kepler-557,2016,Transit,3.705991661,2097.12,,,293.7084179,41.6151084
Kepler-1306 b,Kepler-1306,2016,Transit,16.29595382,1107.5,1.76,676.0,294.4783627,46.9458638
Kepler-1705 b,Kepler-1705,2021,Transit,9.0194714,1633.49,1.07,789.0,301.5785316,44.3121639
tau Cet h,tau Cet,2017,Radial Velocity,49.41,3.60304,,,26.0093029,-15.9337987
K2-168 b,K2-168,2018,Transit,15.8523,243.935,2.19,,333.1100738,-16.3418863
Kepler-265 b,Kepler-265,2014,Transit,6.84619299,1280.25,1.592,,290.5104788,41.244743
K2-165 d,K2-165,2018,Transit,14.101361,134.591,2.64809498,,184.9004881,0.968327
Kepler-1043 b,Kepler-1043,2016,Transit,38.5053398,903.332,2.54,532.0,281.6629579,47.5685927
Kepler-1445 b,Kepler-1445,2016,Transit,10.60052083,506.357,1.09,987.0,280.2495197,43.9150665
HD 158038 b,HD 158038,2011,Radial Velocity,521.0,94.8625,,,261.4395312,27.3030721
Kepler-923 b,Kepler-923,2016,Transit,6.93365167,1000.28,1.7,1104.0,294.1710831,40.0551372
Kepler-537 b,Kepler-537,2016,Transit,3.2475469865,439.4,,,289.8805804,51.2769907
Kepler-1093 b,Kepler-1093,2016,Transit,25.0824626,1072.88,2.03,776.0,284.9780251,41.4202077
Kepler-179 b,Kepler-179,2014,Transit,2.73589728,605.68,,,298.6636163,47.7619329
Kepler-937 b,Kepler-937,2016,Transit,67.668827,1571.46,3.27,495.0,294.1688142,46.7146161
Kepler-1402 b,Kepler-1402,2016,Transit,2.03387914,1493.64,0.73,1240.0,291.8478341,48.9681664
HAT-P-12 b,HAT-P-12,2009,Transit,3.2130589,142.751,,,209.3886452,43.49331
Kepler-336 d,Kepler-336,2014,Transit,20.67879355,768.86,1.66,651.0,290.2376224,41.3313637
Kepler-415 b,Kepler-415,2014,Transit Timing Variations,4.17634525,530.487,1.75,,293.8045041,38.6390517
Kepler-534 b,Kepler-534,2016,Transit,15.95995611,570.659,,,296.4185696,49.540148
WASP-44 b,WASP-44,2011,Transit,2.4238039,364.512,12.778,,3.9032733,-11.9382645
Kepler-473 b,Kepler-473,2016,Transit,14.557339,905.937,5.51,962.0,286.6300796,38.9455907
Kepler-1890 b,Kepler-1890,2021,Transit,4.82052932,529.596,0.84,1350.0,292.5778203,40.6679032
Kepler-374 d,Kepler-374,2014,Transit,5.02818253,1265.61,2.03,1272.0,294.1378921,42.3704075
K2-184 b,K2-184,2018,Transit,16.995848,75.5857,1.6,,129.1405227,14.4618826
Kepler-758 c,Kepler-758,2016,Transit,4.75796103,1502.32,,,293.0846115,41.1354049
Kepler-1348 b,Kepler-1348,2016,Transit,27.5722742,1213.82,1.94,,292.0874126,49.788709
Kepler-421 b,Kepler-421,2014,Transit,704.962626,348.558,4.53,178.0,283.2568116,45.0876823
Kepler-1464 b,Kepler-1464,2016,Transit,31.77865569,1151.73,,,287.2356828,38.7540824
Kepler-1768 b,Kepler-1768,2021,Transit,15.13589954,632.766,2.23346338,,299.9572335,44.7718851
Kepler-717 b,Kepler-717,2016,Transit,4.40840023,2805.48,2.73,1139.0,292.9655071,43.346345
Kepler-1539 b,Kepler-1539,2016,Transit,133.3036741,748.326,2.71,301.0,284.2194566,44.2685146
Kepler-472 b,Kepler-472,2016,Transit,4.176255514,306.602,3.22,878.0,296.5245187,39.2498503
Kepler-596 b,Kepler-596,2016,Transit,21.30022655,1023.85,3.46,,289.5006797,51.6857106
Kepler-677 b,Kepler-677,2016,Transit,,1954.08,8.746,,290.0980478,50.3215731
HD 190984 b,HD 190984,2009,Radial Velocity,9970.0,148.187,,,302.8779827,-64.6202728
Kepler-203 c,Kepler-203,2014,Transit,5.370645868,703.302,2.346,,297.089959,41.3880686
Kepler-1683 b,Kepler-1683,2020,Transit,15.03366571,733.143,1.92,723.0,298.4501035,44.2840193
HD 209458 b,HD 209458,1999,Radial Velocity,3.524746,48.3016,15.233,1449.0,330.7950219,18.8842419
K2-28 b,K2-28,2016,Transit,2.2604455,62.9969,2.56,420.0,335.6233145,-7.9563525
Kepler-1513 b,Kepler-1513,2016,Transit,160.88465087,349.247,9.16,346.0,289.7917561,39.2852655
Kepler-378 c,Kepler-378,2014,Transit,28.9059687,152.094,1.8,668.0,294.9489697,46.4388673
Kepler-938 b,Kepler-938,2016,Transit,52.6298417,1182.05,2.22,,294.7890593,46.9839352
Kepler-356 c,Kepler-356,2014,Transit,13.12163551,707.559,1.64,852.0,292.4210998,37.6827919
Kepler-1038 b,Kepler-1038,2016,Transit,148.46047117,584.136,,,298.9721472,44.1323499
HD 7449 b,HD 7449,2011,Radial Velocity,1255.5,38.662,,,18.621465,-5.0479716
Kepler-1394 b,Kepler-1394,2016,Transit,3.93766373,640.409,0.75,1579.0,283.4532068,45.0840729
Kepler-393 c,Kepler-393,2014,Transit,14.6134279378,881.404,,,290.995205,45.192188
WASP-135 b,WASP-135,2015,Transit,1.4013784007,298.214,13.99774776,1403.66,267.2848846,29.8790428
Kepler-1869 c,Kepler-1869,2023,Transit,1.716828304,113.025,0.74,1455.0,292.6149958,42.7643438
Kepler-621 b,Kepler-621,2016,Transit,2.6281196786,,,,290.927245,39.9141166
K2-264 b,K2-264,2018,Transit,5.83977,185.605,2.27,489.0,131.3583524,19.698401
Kepler-1512 b,Kepler-1512,2016,Transit,20.35972599,,1.24,474.0,289.2744976,44.4704056
Kepler-1073 b,Kepler-1073,2016,Transit,8.678902,809.897,2.11,819.0,294.1527259,38.2330886
Kepler-107 b,Kepler-107,2014,Transit,3.179962,525.997,1.58,1345.0,297.028162,48.2086019
Kepler-233 b,Kepler-233,2014,Transit,8.47237844,856.417,2.71,752.0,296.3665054,51.3194548
Kepler-1311 d,Kepler-1311,2021,Transit,197.51034,866.331,7.3,359.0,289.6512597,43.8244445
Kepler-1568 b,Kepler-1568,2016,Transit,20.925392,916.313,1.388,,289.1826808,47.8733301
Kepler-1155 b,Kepler-1155,2016,Transit,33.469743,1128.72,2.15,609.0,288.8206058,39.5228712
Kepler-1130 d,Kepler-1130,2021,Transit,4.27226421,249.343,,,285.207421,45.384333
Kepler-181 c,Kepler-181,2014,Transit,4.302143627,609.283,2.31,,296.1512831,50.0957806
Kepler-750 b,Kepler-750,2016,Transit,9.428840657,1296.02,,,289.0968274,44.004364
Kepler-302 c,Kepler-302,2014,Transit,127.2824442,1402.58,,,294.3169307,43.6292436
K2-29 b,K2-29,2016,Transit,3.2588315,178.475,,,62.670422,24.4016558
Kepler-106 d,Kepler-106,2014,Transit,23.98059,444.322,0.93,653.0,300.864006,44.3375497
HD 55696 b,HD 55696,2018,Radial Velocity,1706.0,77.9693,,,108.0622029,-38.174639
Kepler-151 c,Kepler-151,2014,Transit,24.67458244,649.919,2.33,544.0,292.1627933,41.0231947
Kepler-965 b,Kepler-965,2016,Transit,134.2527298,582.828,3.176,,298.5153169,41.8912305
Kepler-629 b,Kepler-629,2016,Transit,7.23858162,372.05,1.34,816.0,289.4179128,39.9450757
Kepler-1046 b,Kepler-1046,2016,Transit,14.37508035,721.534,1.71,,296.7558056,46.9982799
Kepler-823 b,Kepler-823,2016,Transit,,1389.27,2.574,,284.5825682,39.2201737
Kepler-1338 b,Kepler-1338,2016,Transit,0.9351186,753.26,0.88,2000.0,284.0422701,41.6990348
HD 45350 b,HD 45350,2004,Radial Velocity,962.1,46.8733,,,97.1902262,38.9627315
Kepler-1743 b,Kepler-1743,2021,Transit,7.64972303,538.807,1.78,1258.0,290.5523552,48.1262575
Kepler-226 c,Kepler-226,2014,Transit,5.34955671,980.138,2.7,918.0,292.3760942,47.8809596
Kepler-1073 c,Kepler-1073,2016,Transit,4.02582254,809.897,1.38,1055.0,294.1527259,38.2330886
Kepler-857 b,Kepler-857,2016,Transit,85.3514875,983.502,,,294.6323978,43.4004526
HD 93351 c,HD 93351,2022,Radial Velocity,14010.2941,56.163,,,161.6779279,-1.6885763
K2-330 b,K2-330,2021,Transit,13.773826,160.125,3.29495202,,126.8968265,11.6674131
Kepler-1669 c,Kepler-1669,2021,Transit,1.6093059,543.444,1.44,946.0,297.4303826,39.8478795
HD 97658 b,HD 97658,2010,Radial Velocity,9.4893067,21.5618,,,168.6376584,25.7105962
Kepler-416 c,Kepler-416,2014,Transit Timing Variations,,690.819,2.564,,291.5569554,39.2272923
Kepler-1481 b,Kepler-1481,2016,Transit,5.94228603,459.076,1.23,797.0,289.4390075,49.7312226
HD 149026 b,HD 149026,2005,Radial Velocity,2.87588874,75.8643,,,247.6229827,38.3475349
K2-97 b,K2-97,2016,Transit,8.4061,878.43,14.68379,,127.762837,10.8475571
Kepler-1221 b,Kepler-1221,2016,Transit,12.0010017218,913.65,,,285.8223636,45.7118423
Kepler-1580 b,Kepler-1580,2016,Transit,56.64676651,1002.02,,,285.9687099,41.3635264
Kepler-362 c,Kepler-362,2014,Transit,37.8658982,1090.51,1.68,479.0,291.771603,47.5299192
Kepler-409 b,Kepler-409,2014,Transit,68.958608,68.173,0.98,402.0,293.6792058,46.8527337
Kepler-264 c,Kepler-264,2014,Transit,140.10394,942.173,3.403,,292.044628,37.3761861
TOI-905 b,TOI-905,2020,Transit,3.73957156087,158.649,13.93173527,1105.76,227.6586754,-71.3616316
Kepler-126 d,Kepler-126,2014,Transit,100.282845837,237.401,,,289.3473634,44.2084445
Kepler-286 c,Kepler-286,2014,Transit,3.46808239,1226.85,1.388,,290.6761874,48.2942362
Kepler-1876 b,Kepler-1876,2021,Transit,6.99205491,259.935,1.25,1424.0,299.1604859,41.1437964
Kepler-37 b,Kepler-37,2013,Transit,13.3669309,63.9207,,,284.0592503,44.5183733
Kepler-889 b,Kepler-889,2016,Transit,3.744439,598.313,1.06,1295.0,291.467454,50.7595597
Kepler-158 c,Kepler-158,2014,Transit,28.55156868,315.177,1.823,,284.0323723,39.7815365
Kepler-864 b,Kepler-864,2016,Transit,5.8337620937,2022.9,,,285.0570943,46.3206074
Kepler-1863 b,Kepler-1863,2021,Transit,44.9977478,865.546,1.48,590.0,282.2397185,43.2440854
WASP-99 b,WASP-99,2014,Transit,5.75257972138,158.66,12.74428382,1368.47,39.8976689,-50.0081934
WASP-142 b,WASP-142,2016,Transit,2.052868,730.933,,,140.5063164,-23.946102
CoRoT-16 b,CoRoT-16,2011,Transit,5.35227,732.409,13.11453,,278.5246658,-6.0026026
Kepler-306 d,Kepler-306,2014,Transit,17.32639,775.679,2.31,580.0,288.5387145,40.6160545
K2-139 b,K2-139,2017,Transit,28.38246,153.856,9.62,,289.066707,-17.9107147
Kepler-206 c,Kepler-206,2014,Transit,13.13745719,594.447,1.57,795.0,291.6346564,41.8338415
Kepler-151 c,Kepler-151,2014,Transit,24.6748639705,649.919,,,292.1627933,41.0231947
Kepler-1370 b,Kepler-1370,2016,Transit,20.2643242675,1004.1,,,284.5656897,41.7784781
Kepler-42 d,Kepler-42,2011,Transit,,40.0595,0.854,,292.2196,44.6173667
Kepler-232 c,Kepler-232,2014,Transit,,1349.13,4.258,,295.8161668,51.1217249
Kepler-1168 b,Kepler-1168,2016,Transit,55.8224775,752.666,,,287.2977834,47.455488
Kepler-1169 b,Kepler-1169,2016,Transit,6.11009134,522.823,0.96,,294.9115874,46.4914718
WASP-84 b,WASP-84,2014,Transit,8.52349665,100.588,,,131.1069959,1.8598933
Kepler-875 b,Kepler-875,2016,Transit,27.50726423,1242.62,,,297.3012497,43.1418313
Kepler-1698 b,Kepler-1698,2020,Transit,1.210693626,222.345,0.99,1351.0,293.3450181,39.2577469
TOI-286 c,TOI-286,2024,Transit,39.361826,59.2293,1.88,475.0,90.9842762,-60.6663348
K2-322 b,K2-322,2020,Transit,8.205,123.415,1.92,635.0,156.6226981,4.7640203
HAT-P-27 b,HAT-P-27,2011,Transit,3.0395803,199.173,,,222.7673221,5.9473626
Kepler-543 b,Kepler-543,2016,Transit,,221.802,2.543,,287.2187273,38.8625366
Kepler-197 b,Kepler-197,2014,Transit,5.59931973,330.575,1.15,,295.2264739,50.5592348
K2-223 c,K2-223,2018,Transit,4.56327,198.604,1.57,1091.0,185.306183,-10.2820915
Kepler-643 b,Kepler-643,2016,Transit,16.3388814222,1063.58,,,290.3272423,42.8982283
Kepler-1553 b,Kepler-1553,2016,Transit,4.24263096,692.594,1.1,926.0,291.9191348,39.0221769
Kepler-4 b,Kepler-4,2009,Transit,3.2136629786,487.916,,,285.6154492,50.1357712
Kepler-226 d,Kepler-226,2014,Transit,8.10904807,980.138,,,292.3760942,47.8809596
Kepler-1728 b,Kepler-1728,2021,Transit,4.783,651.783,2.6,864.0,287.0940046,39.0607801
Kepler-133 c,Kepler-133,2014,Transit,31.51789,653.6,2.73,644.0,297.2778906,48.3203542
Kepler-574 b,Kepler-574,2016,Transit,7.658774,682.896,2.7,861.0,290.2470519,52.1491051
Kepler-373 c,Kepler-373,2014,Transit,16.726052,1090.45,1.812,,289.3879904,50.5970115
Kepler-1634 b,Kepler-1634,2016,Transit,,617.339,2.568,,294.043399,45.1398201
Kepler-1264 b,Kepler-1264,2016,Transit,0.968526023,801.993,1.113,,289.8844102,45.2115075
Kepler-509 b,Kepler-509,2016,Transit,41.74600392,332.443,2.49,,289.664394,48.706165
Qatar-4 b,Qatar-4,2017,Transit,1.8053663,329.036,,,4.859275,44.0275965
Kepler-1543 b,Kepler-1543,2016,Transit,,921.784,2.446,,297.1242915,47.0369876
Kepler-1612 b,Kepler-1612,2016,Transit,3.91794676,764.726,0.94,1030.0,291.2503022,45.6550536
Kepler-74 b,Kepler-74,2013,Transit,7.340714746,1177.55,14.41,1155.0,293.0925275,41.3555095
Kepler-1349 b,Kepler-1349,2016,Transit,2.12823928,276.323,0.69,1678.0,286.3385562,48.7442697
HIP 63242 b,HIP 63242,2013,Radial Velocity,124.6,156.456,,,194.3824825,-65.6463263
HAT-P-7 b,HAT-P-7,2008,Transit,2.2047304,341.079,15.278,,292.24719,47.9695429
HD 5278 b,HD 5278,2021,Transit,14.33921442256,57.5846,2.29632326,841.94,12.5467785,-83.7437671
Kepler-1109 b,Kepler-1109,2016,Transit,37.6463932391,685.087,,,291.6462654,39.3966122
TOI-1136 f,TOI-1136,2022,Transit,26.321,84.5362,,658.0,192.1848981,64.8552755
Kepler-202 c,Kepler-202,2014,Transit,16.28247625,285.111,,,282.9734874,41.3217991
Kepler-721 b,Kepler-721,2016,Transit,,926.598,2.836,,284.4305132,44.4803776
Kepler-1322 b,Kepler-1322,2016,Transit,0.962864171,1350.32,1.52,1666.0,293.2045009,45.4353919
LHS 1815 b,LHS 1815,2020,Transit,3.814334,29.8424,1.088,,91.0899861,-55.3115376
Kepler-501 c,Kepler-501,2021,Transit,3.62269606,1125.24,1.45,1257.0,297.2014919,41.7301534
Kepler-998 b,Kepler-998,2016,Transit,5.65378163,986.364,1.82,1020.0,296.7541629,49.2087085
GJ 414 A c,GJ 414 A,2021,Radial Velocity,744.7,11.8893,,,167.7745044,30.4451688
Kepler-618 b,Kepler-618,2016,Transit,3.595769645,1221.96,2.6,,286.2498525,48.0609256
Kepler-850 b,Kepler-850,2016,Transit,7.19304935,1661.28,1.59,995.0,293.0844515,48.5753645
K2-43 b,K2-43,2016,Transit,3.471285,182.536,4.37,,169.117028,-3.9754405
HAT-P-24 b,HAT-P-24,2010,Transit,3.35524439,415.344,,,108.8251171,14.2626064
Kepler-525 b,Kepler-525,2016,Transit,18.68405716,992.852,,,296.1834239,47.3587776
Kepler-1542 c,Kepler-1542,2016,Transit,2.89223021,399.114,0.83,1417.0,285.7284757,42.6544651
Kepler-723 b,Kepler-723,2016,Transit,4.082275068,1071.8,12.19,,284.8304434,44.6580932
